RefId,IsBadBuy,Auction,VehicleAge,Make,Model,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,IsOnlineSale,WarrantyCost
45948,0,MANHEIM,3,FORD,FUSION 4C,AUTO,1,Alloy,53999,AMERICAN,FORD,10811,12226,13939,15050,10500,11883,15083,17070,0,0,25100,64161,MO,0,671
45951,0,MANHEIM,3,TOYOTA,CAMRY V6,AUTO,2,Covers,55598,TOP LINE ASIAN,OTHER,10329,11327,15489,16384,10624,12065,15049,16411,0,0,25100,64161,MO,0,505
45956,0,MANHEIM,2,DODGE,NITRO 2WD V6,AUTO,1,Alloy,81894,AMERICAN,CHRYSLER,11129,12094,14697,15862,10750,12692,14348,16755,0,0,25100,64161,MO,0,723
45962,1,MANHEIM,4,KIA,OPTIMA 4C,AUTO,1,Alloy,69485,OTHER ASIAN,OTHER,3956,6202,6106,9413,4405,5406,8185,8890,0,0,17212,64161,MO,0,728
45970,1,MANHEIM,7,PONTIAC,VIBE,AUTO,2,Covers,79987,AMERICAN,GM,3938,4910,6211,7378,4246,5120,6622,7725,0,0,17212,64161,MO,0,869
45974,1,MANHEIM,7,FORD,MUSTANG V6,AUTO,1,Alloy,70685,AMERICAN,FORD,4587,5745,7612,8756,4448,5514,7863,9747,0,0,17212,64161,MO,0,1103
45976,1,MANHEIM,8,CHRYSLER,PT CRUISER,AUTO,3,Special,90635,AMERICAN,CHRYSLER,3380,4129,6350,7329,2902,3928,5992,6878,0,0,17212,64161,MO,0,1930
45977,0,MANHEIM,2,DODGE,MAGNUM V6,AUTO,2,Covers,72290,AMERICAN,CHRYSLER,10482,11556,14591,15687,9532,11285,13349,14747,0,0,17212,64161,MO,0,1389
45979,1,MANHEIM,4,CHRYSLER,PT CRUISER,AUTO,2,Covers,48597,AMERICAN,CHRYSLER,5255,6271,8458,9600,4715,5696,8369,10110,0,0,17212,64161,MO,0,975
45983,0,MANHEIM,2,CHEVROLET,IMPALA V6,AUTO,1,Alloy,86761,AMERICAN,GM,8927,10389,13552,15771,8882,9987,12688,14109,0,0,25100,64161,MO,0,2152
45985,1,MANHEIM,7,MERCURY,MOUNTAINEER 2WD V8,AUTO,1,Alloy,71282,AMERICAN,FORD,6171,7609,9599,10864,6304,7632,9773,11025,0,0,25100,64161,MO,0,2040
45994,0,MANHEIM,2,CHEVROLET,MALIBU 4C,AUTO,1,Alloy,82220,AMERICAN,GM,11239,13122,15128,17260,10859,12610,14575,16163,0,0,25100,64161,MO,0,1113
46002,1,MANHEIM,6,FORD,F150 PICKUP 2WD V6,MANUAL,2,Covers,54615,AMERICAN,FORD,4987,6195,9157,11084,3465,4590,7199,8398,0,0,25100,64161,MO,0,505
46025,0,MANHEIM,2,DODGE,NITRO 2WD V6,AUTO,1,Alloy,95076,AMERICAN,CHRYSLER,10708,12080,13583,15413,9661,10930,13388,14840,0,0,17212,64161,MO,0,765
46026,0,MANHEIM,3,FORD,FUSION V6,AUTO,1,Alloy,81152,AMERICAN,FORD,10435,12027,14251,15530,9743,11688,13790,15730,0,0,17212,64161,MO,0,1373
46030,1,MANHEIM,7,JEEP,LIBERTY 2WD 4C,AUTO,1,Alloy,86787,AMERICAN,CHRYSLER,4377,4971,9566,10864,4451,4719,9521,10094,0,0,17212,64161,MO,0,1023
46037,0,MANHEIM,4,JEEP,GRAND CHEROKEE 2WD V,AUTO,1,Alloy,72862,AMERICAN,CHRYSLER,11788,13588,16006,17765,10142,12243,14695,16375,0,0,17212,64161,MO,0,1857
46040,1,MANHEIM,7,FORD,MUSTANG V6,MANUAL,1,Alloy,78118,AMERICAN,FORD,4237,5115,7091,8192,4409,5598,7242,9258,0,0,20207,64161,MO,0,1103
46043,0,MANHEIM,3,DODGE,CHARGER V6,AUTO,2,Covers,79259,AMERICAN,CHRYSLER,10006,10896,13978,14949,9754,10966,13657,14781,0,0,20207,64161,MO,0,1389
46044,0,MANHEIM,4,JEEP,GRAND CHEROKEE 2WD V,AUTO,1,Alloy,79997,AMERICAN,CHRYSLER,10810,12843,14421,16221,9886,11949,13262,15453,0,0,20207,64161,MO,0,1740
46049,1,MANHEIM,5,FORD,EXPLORER 4WD V6,AUTO,2,Covers,75445,AMERICAN,FORD,6788,8503,11408,13016,7915,9226,11885,13289,0,0,20207,64161,MO,0,1740
46051,0,MANHEIM,2,FORD,FUSION 4C,AUTO,2,Covers,59886,AMERICAN,FORD,9129,10946,13477,15174,10035,11316,13840,14624,0,0,20207,64161,MO,0,671
46056,0,MANHEIM,3,TOYOTA,CAMRY 4C,AUTO,2,Covers,54871,TOP LINE ASIAN,OTHER,10933,11961,15354,16200,10974,12057,14779,16279,0,0,1045,64161,MO,1,505
46057,0,MANHEIM,3,TOYOTA,CAMRY 4C,AUTO,2,Covers,59355,TOP LINE ASIAN,OTHER,10933,11961,15354,16200,10929,12004,14406,15941,0,0,1045,64161,MO,1,505
46066,1,MANHEIM,4,PONTIAC,GRAND PRIX,AUTO,1,Alloy,81072,AMERICAN,GM,6028,7538,9789,11197,5668,7066,8810,10238,0,0,8655,64161,MO,0,2152
46073,1,MANHEIM,5,SATURN,ION,AUTO,1,Alloy,69256,AMERICAN,GM,4056,5156,7319,8643,3751,4778,6489,7913,0,0,17212,64161,MO,0,728
46074,1,MANHEIM,6,NISSAN,MAXIMA,AUTO,1,Alloy,87377,TOP LINE ASIAN,OTHER,6491,8036,10832,12692,6649,8104,10777,12139,0,0,17212,64161,MO,0,1243
46083,1,MANHEIM,5,PONTIAC,GRAND PRIX,AUTO,1,Alloy,76704,AMERICAN,GM,5988,7612,9607,11351,5844,7408,9422,11180,0,0,17212,64161,MO,0,1974
46087,0,MANHEIM,2,FORD,TAURUS X FWD V6,AUTO,1,Alloy,84751,AMERICAN,FORD,11995,15387,15674,19025,9874,12570,14259,16989,0,0,8655,64161,MO,0,1633
46089,0,MANHEIM,3,NISSAN,ALTIMA,AUTO,1,Alloy,63648,TOP LINE ASIAN,OTHER,10751,12660,15000,17293,10253,11624,14031,15719,0,0,8655,64161,MO,0,630
46096,0,MANHEIM,2,DODGE,CHARGER V6,AUTO,2,Covers,72064,AMERICAN,CHRYSLER,10258,11382,14163,15376,10214,11225,13526,14504,0,0,8655,64161,MO,0,1389
46098,1,MANHEIM,3,FORD,FUSION 4C,AUTO,0,0,58445,AMERICAN,FORD,9637,11221,13020,14474,9495,11123,13082,14828,0,0,8655,64161,MO,0,671
46110,1,MANHEIM,5,DODGE,STRATUS 4C,AUTO,2,Covers,71286,AMERICAN,CHRYSLER,3085,4123,6225,7389,3071,4157,6196,7415,0,0,17212,64161,MO,0,1155
46113,0,MANHEIM,2,CHEVROLET,IMPALA V6,AUTO,1,Alloy,73103,AMERICAN,GM,8490,9632,12860,13897,9471,11277,13602,15166,NO,GREEN,17212,64161,MO,0,1974
46128,0,MANHEIM,2,DODGE,CARAVAN GRAND FWD V6,AUTO,2,Covers,89692,AMERICAN,CHRYSLER,8810,10415,13023,14662,8808,10324,13202,14655,0,0,8655,64161,MO,0,1763
46130,0,MANHEIM,1,CHEVROLET,IMPALA V6,AUTO,2,Covers,81945,AMERICAN,GM,8983,9809,13180,14066,9054,10325,13156,14544,0,0,8655,64161,MO,0,2152
46141,0,MANHEIM,1,CHEVROLET,MALIBU 4C,AUTO,2,Covers,82174,AMERICAN,GM,10089,11001,13764,14870,9527,10597,13104,14263,0,0,8655,64161,MO,0,1113
46148,0,MANHEIM,1,DODGE,JOURNEY FWD V6,AUTO,1,Alloy,78048,AMERICAN,CHRYSLER,12065,13935,16557,19123,12263,14353,17049,19681,0,0,8655,64161,MO,0,1272
46155,1,MANHEIM,2,CHEVROLET,IMPALA V6,AUTO,2,Covers,77003,AMERICAN,GM,7883,8837,12050,13048,7915,8737,11694,12694,0,0,17212,64161,MO,0,1974
46156,1,MANHEIM,9,MAZDA,626 4C,AUTO,2,Covers,92241,OTHER ASIAN,OTHER,1499,2179,3431,4987,1795,2532,4689,5475,0,0,17212,64161,MO,0,1930
46157,1,MANHEIM,7,FORD,WINDSTAR FWD V6,AUTO,1,Alloy,63184,AMERICAN,FORD,3299,4332,6706,7961,3350,4339,6622,7686,0,0,17212,64161,MO,0,1906
46164,0,MANHEIM,1,CHEVROLET,IMPALA V6,AUTO,2,Covers,84008,AMERICAN,GM,8997,9985,12917,13915,8811,10142,12587,13953,0,0,17212,64161,MO,0,2152
46165,0,MANHEIM,2,CHEVROLET,IMPALA V6,AUTO,2,Covers,79942,AMERICAN,GM,7883,8837,12050,13048,8765,10063,12453,13718,NO,GREEN,17212,64161,MO,0,1974
46166,1,MANHEIM,8,CHRYSLER,PT CRUISER,AUTO,2,Covers,91286,AMERICAN,CHRYSLER,2420,3054,5253,6629,2452,3352,4535,7648,0,0,17212,64161,MO,0,1930
46169,1,MANHEIM,7,FORD,MUSTANG V6,AUTO,3,Special,74703,AMERICAN,FORD,3975,4979,7059,8717,3893,4734,7037,8146,0,0,17212,64161,MO,0,1103
46171,0,MANHEIM,1,MERCURY,MILAN 4C,AUTO,1,Alloy,82850,AMERICAN,FORD,10459,12373,14928,16394,11129,13102,14971,17409,0,0,17212,64161,MO,0,853
46176,1,MANHEIM,6,PONTIAC,GRAND AM V6,AUTO,1,Alloy,76870,AMERICAN,GM,3737,4954,7056,8750,3271,4221,6543,7588,0,0,17212,64161,MO,0,2208
46179,0,MANHEIM,2,NISSAN,ALTIMA,AUTO,2,Covers,68693,TOP LINE ASIAN,OTHER,12049,13589,16565,17577,13210,14342,16702,17852,NO,GREEN,22808,64161,MO,0,630
46183,1,MANHEIM,4,HYUNDAI,SO0TA V6,AUTO,2,Covers,62296,OTHER ASIAN,OTHER,6172,7427,9853,11172,6054,7428,9514,10960,0,0,22808,64161,MO,0,728
46189,1,MANHEIM,2,CHRYSLER,PT CRUISER,AUTO,2,Covers,66812,AMERICAN,CHRYSLER,6284,7072,9906,10748,6545,7412,9798,11001,0,0,22808,64161,MO,0,1215
46190,1,MANHEIM,6,CHEVROLET,TRAILBLAZER EXT 4WD,AUTO,1,Alloy,87041,AMERICAN,GM,7005,8612,11096,12667,6021,7463,10103,11675,0,0,22808,64161,MO,0,2152
46193,1,MANHEIM,5,FORD,TAURUS,AUTO,1,Alloy,84763,AMERICAN,FORD,3152,4360,6160,7400,3376,4613,6339,7435,0,0,22808,64161,MO,0,983
46200,0,OTHER,3,DODGE,CHARGER V6,AUTO,2,Covers,69498,AMERICAN,CHRYSLER,9182,10653,13328,14770,9363,10735,13032,14503,0,0,20833,64153,MO,0,1215
46201,0,OTHER,4,CHRYSLER,300,AUTO,1,Alloy,52061,AMERICAN,CHRYSLER,8507,10036,12211,13715,9513,11185,13049,14973,NO,GREEN,20833,64153,MO,0,1086
46203,1,OTHER,5,JEEP,GRAND CHEROKEE 4WD V,AUTO,1,Alloy,95322,AMERICAN,CHRYSLER,8752,10415,13227,14858,9214,11509,13315,15575,0,0,20833,64153,MO,0,2495
46247,0,MANHEIM,3,CHEVROLET,EQUINOX AWD V6 3.4L,AUTO,1,Alloy,74790,AMERICAN,GM,8335,10258,9502,11579,9491,11699,10750,13135,0,0,23359,91770,CA,0,1506
46251,0,MANHEIM,3,CHRYSLER,PACIFICA FWD 3.5L V6,AUTO,1,Alloy,52023,AMERICAN,CHRYSLER,8932,10468,10147,11805,9431,11038,10685,12421,0,0,23359,91770,CA,0,1086
46253,0,MANHEIM,2,FORD,FUSION 4C,AUTO,1,Alloy,81999,AMERICAN,FORD,9189,10341,10424,11668,9467,10515,10724,11856,0,0,23359,91770,CA,0,853
46254,0,MANHEIM,3,MERCURY,MONTEGO 3.0L V6 EFI,AUTO,1,Alloy,85562,AMERICAN,FORD,8385,9581,9556,10847,9271,10401,10513,11733,0,0,23359,91770,CA,0,1633
46261,0,MANHEIM,3,JEEP,LIBERTY 4WD V6 3.7L,AUTO,1,Alloy,75615,AMERICAN,CHRYSLER,10347,11822,11675,13268,11291,13000,12694,14540,0,0,23359,91770,CA,0,920
46269,1,MANHEIM,8,FORD,FOCUS 2.0L I-4 SFI S,AUTO,1,Alloy,58704,AMERICAN,FORD,2538,3423,3241,4197,2220,2871,2898,3601,0,0,23359,91770,CA,0,1220
46277,0,MANHEIM,5,FORD,EXPEDITION 4WD V8 5.,AUTO,1,Alloy,84454,AMERICAN,FORD,7758,9292,8879,10535,8947,10485,10163,11824,0,0,23359,91770,CA,0,1503
46288,0,MANHEIM,2,MERCURY,MONTEGO 3.0L V6 EFI,AUTO,1,Alloy,87549,AMERICAN,FORD,8718,10246,9915,11566,8960,10729,10177,12087,0,0,23359,91770,CA,0,1633
46302,0,MANHEIM,3,CHRYSLER,PT CRUISER 2.4L I4 S,MANUAL,2,Covers,38029,AMERICAN,CHRYSLER,5700,6723,6656,7761,9956,11466,11252,12883,0,0,23359,91770,CA,0,882
46303,1,MANHEIM,4,CHRYSLER,SEBRING V6 2.7L V6 M,AUTO,1,Alloy,65822,AMERICAN,CHRYSLER,4427,5631,5281,6581,5134,6538,6045,7561,0,0,23359,91770,CA,0,1118
46323,1,MANHEIM,6,FORD,EXPLORER 4WD V8 4.6L,AUTO,1,Alloy,79496,AMERICAN,FORD,4550,5378,5414,6308,5182,6366,6097,7375,0,0,23359,91770,CA,0,2391
46325,1,MANHEIM,6,SATURN,L SERIES 3.0L V6 EFI,AUTO,1,Alloy,83130,AMERICAN,GM,4239,5071,5078,5977,4667,5762,5540,6723,0,0,23359,91770,CA,0,2712
46326,0,MANHEIM,2,CHRYSLER,PACIFICA AWD 4.0L V6,AUTO,1,Alloy,84172,AMERICAN,CHRYSLER,12623,15128,14133,16838,13279,15385,14841,17116,0,0,23359,91770,CA,0,2022
46327,1,MANHEIM,2,DODGE,CHARGER V6 2.7L V6 M,AUTO,2,Covers,82688,AMERICAN,CHRYSLER,10513,11922,11854,13376,10188,11292,11503,12695,0,0,23359,91770,CA,0,1503
46329,1,MANHEIM,3,SATURN,VUE AWD V6 3.5L V6 M,AUTO,1,Alloy,68622,AMERICAN,GM,10927,12468,12301,13965,10910,12330,12283,13816,0,0,23359,91770,CA,0,1313
46331,1,MANHEIM,3,DODGE,CARAVAN FWD V6 3.3L,AUTO,2,Covers,65444,AMERICAN,CHRYSLER,5347,6434,6275,7449,5492,6355,6431,7363,0,0,23359,91770,CA,0,1411
46340,1,MANHEIM,5,FORD,F150 PICKUP 2WD V8 5,AUTO,1,Alloy,89149,AMERICAN,FORD,8992,11039,10211,12422,9756,11516,11036,12937,0,0,19638,33809,FL,0,853
46341,1,MANHEIM,6,CHEVROLET,1500 SILVERADO PICKU,AUTO,1,Alloy,68264,AMERICAN,GM,5796,7580,6760,8686,6505,8590,7525,9777,0,0,19638,33809,FL,0,1320
46343,0,MANHEIM,4,PONTIAC,GRAND PRIX 3.8L V6 S,AUTO,2,Covers,68362,AMERICAN,GM,5829,7061,6795,8126,0,0,0,0,0,0,19638,33809,FL,0,1703
46347,0,MANHEIM,6,FORD,EXPLORER 2WD V6 4.0L,AUTO,1,Alloy,68675,AMERICAN,FORD,4753,5825,5633,6791,0,0,0,0,0,0,19638,33809,FL,0,1320
46353,0,MANHEIM,3,CHRYSLER,300 2.7L V6 MPI,AUTO,1,Alloy,73971,AMERICAN,CHRYSLER,10127,11685,11437,13120,9750,11278,11030,12680,0,0,5546,33809,FL,0,1389
46366,1,MANHEIM,6,CHRYSLER,TOWN & COUNTRY FWD V,AUTO,2,Covers,78600,AMERICAN,CHRYSLER,5164,6335,6077,7342,4625,5874,5495,6844,0,0,5546,33809,FL,0,1923
46367,0,MANHEIM,2,CHEVROLET,IMPALA V6 3.5L V6 SF,AUTO,1,Alloy,80410,AMERICAN,GM,9005,10384,10225,11715,9312,10615,10557,11964,0,0,5546,33809,FL,0,2152
46370,0,MANHEIM,3,DODGE,CHARGER 2.7L V6 MPI,AUTO,2,Covers,73433,AMERICAN,CHRYSLER,9777,11040,11059,12423,10026,11560,11328,12985,0,0,5546,33809,FL,0,1389
46371,0,MANHEIM,3,DODGE,CHARGER 2.7L V6 MPI,AUTO,2,Covers,58481,AMERICAN,CHRYSLER,9777,11040,11059,12423,10094,11612,11402,13041,0,0,5546,33809,FL,0,1086
46373,1,MANHEIM,8,CHRYSLER,TOWN & COUNTRY FWD V,AUTO,2,Covers,95068,AMERICAN,CHRYSLER,2849,3354,3577,4122,2983,3812,3722,4617,0,0,5546,33809,FL,0,2218
46375,0,MANHEIM,3,CHRYSLER,300 2.7L V6 MPI,AUTO,2,Covers,54092,AMERICAN,CHRYSLER,10234,11681,11553,13115,9958,11537,11255,12960,0,0,5546,33809,FL,0,1086
46376,1,MANHEIM,4,DODGE,DURANGO 4WD V8 4.7L,AUTO,1,Alloy,61844,AMERICAN,CHRYSLER,9647,11360,10919,12769,10090,11788,11397,13231,0,0,5546,33809,FL,0,1411
46382,0,MANHEIM,5,CADILLAC,SRX AWD V6 3.6L V6 S,AUTO,1,Alloy,69806,AMERICAN,GM,9964,11577,11261,13003,9860,11911,11149,13364,0,0,5546,33809,FL,0,1898
46383,0,MANHEIM,8,FORD,TAURUS 3.0L V6 EFI,AUTO,1,Alloy,48007,AMERICAN,FORD,2446,3194,3142,3950,0,0,0,0,0,0,5546,33809,FL,0,993
46384,1,MANHEIM,6,FORD,WINDSTAR FWD V6 3.8L,AUTO,1,Alloy,93902,AMERICAN,FORD,3164,3921,3917,4735,3297,4002,4061,4822,0,0,5546,33809,FL,0,2506
46385,0,MANHEIM,3,DODGE,MAGNUM V6 2.7L V6 MP,AUTO,2,Covers,87535,AMERICAN,CHRYSLER,8078,9204,9224,10440,0,0,0,0,0,0,5546,33809,FL,0,1503
46386,1,MANHEIM,5,FORD,EXPLORER 2WD V8 4.6L,AUTO,1,Alloy,60400,AMERICAN,FORD,6276,7687,7278,8802,7719,8878,8837,10088,0,0,5546,33809,FL,0,1508
46389,1,MANHEIM,6,CHRYSLER,PT CRUISER 2.4L I4 M,AUTO,1,Alloy,79555,AMERICAN,CHRYSLER,3806,4673,4610,5547,3724,4623,4522,5493,0,0,19638,33809,FL,0,1689
46390,0,MANHEIM,3,CHEVROLET,IMPALA 3.5L V6 SFI,AUTO,2,Covers,65199,AMERICAN,GM,7229,8187,8307,9342,11357,12990,12766,14529,0,0,19638,33809,FL,0,1703
46391,0,MANHEIM,3,CHEVROLET,IMPALA 3.5L V6 SFI,AUTO,2,Covers,79132,AMERICAN,GM,7229,8187,8307,9342,10271,11934,11593,13389,0,0,19638,33809,FL,0,1974
46395,0,MANHEIM,3,DODGE,CHARGER 2.7L V6 MPI,AUTO,2,Covers,68808,AMERICAN,CHRYSLER,9993,11317,11292,12722,9403,10871,10655,12241,0,0,19638,33809,FL,0,1215
46402,1,MANHEIM,4,CHEVROLET,TRAILBLAZER EXT 2WD,AUTO,1,Alloy,64084,AMERICAN,GM,8704,9945,9900,11241,7908,9136,9041,10367,0,0,19638,33809,FL,0,1020
46410,0,MANHEIM,3,DODGE,CHARGER 2.7L V6 MPI,AUTO,2,Covers,80464,AMERICAN,CHRYSLER,9960,11447,11257,12863,9603,10844,10871,12212,0,0,20928,33809,FL,0,1503
46411,0,MANHEIM,3,FORD,TAURUS 3.0L V6 EFI /,AUTO,1,Alloy,83624,AMERICAN,FORD,6029,7211,7011,8288,0,0,0,0,0,0,20928,33809,FL,0,983
46412,1,MANHEIM,4,PONTIAC,G6 V6 3.5L V6 SFI,AUTO,1,Alloy,79983,AMERICAN,GM,7272,8369,8354,9539,6829,7943,7875,9078,0,0,5546,33809,FL,0,1272
46413,1,MANHEIM,7,JEEP,LIBERTY 2WD V6 3.7L,AUTO,1,Alloy,84674,AMERICAN,CHRYSLER,5168,5925,6081,6899,5196,5925,6112,6899,0,0,20928,33809,FL,0,1023
46415,0,MANHEIM,3,CHEVROLET,IMPALA 3.5L V6 SFI,AUTO,1,Alloy,76589,AMERICAN,GM,7665,8924,8778,10138,0,0,0,0,0,0,5546,33809,FL,0,1974
46417,0,MANHEIM,5,BUICK,LE SABRE 3.8L V6 MFI,AUTO,2,Covers,54164,AMERICAN,GM,5256,6737,6176,7776,0,0,0,0,0,0,5546,33809,FL,0,1666
46421,1,MANHEIM,5,CHEVROLET,IMPALA 3.8L V6 SFI,AUTO,1,Alloy,72753,AMERICAN,GM,5669,6956,6623,8012,5538,6821,6481,7867,0,0,20928,33809,FL,0,1974
46430,1,MANHEIM,6,BUICK,CENTURY V6 3.1L V6 S,AUTO,2,Covers,78470,AMERICAN,GM,3288,4361,4051,5210,3035,4137,3778,4968,0,0,20928,33809,FL,0,2274
46435,0,MANHEIM,3,DODGE,CHARGER 2.7L V6 MPI,AUTO,2,Covers,68700,AMERICAN,CHRYSLER,9259,11026,10500,12408,9259,11026,10500,12408,0,0,19638,33809,FL,0,1215
46443,0,MANHEIM,3,SATURN,VUE 2WD V6 3.5L V6 M,AUTO,1,Alloy,64195,AMERICAN,GM,9453,11341,10709,12748,9453,11341,10709,12748,0,0,19619,33809,FL,0,1215
46444,0,MANHEIM,3,FORD,FREESTYLE FWD V6 3.0,AUTO,1,Alloy,70863,AMERICAN,FORD,8842,11289,10049,12692,8842,11289,10049,12692,0,0,19638,33809,FL,0,1506
46446,0,MANHEIM,3,DODGE,CHARGER 2.7L V6 MPI,AUTO,2,Covers,59561,AMERICAN,CHRYSLER,9259,11026,10500,12408,9259,11026,10500,12408,0,0,19638,33809,FL,0,1086
46450,0,MANHEIM,5,DODGE,1500 RAM PICKUP 4WD,AUTO,1,Alloy,81296,AMERICAN,CHRYSLER,9620,14210,10890,15847,9620,14210,10890,15847,0,0,19638,33809,FL,0,1893
46456,0,MANHEIM,3,FORD,F150 PICKUP 2WD V8 4,AUTO,1,Alloy,85929,AMERICAN,FORD,14061,16260,15686,18061,14061,16260,15686,18061,0,0,19638,33809,FL,0,853
46459,0,MANHEIM,2,FORD,ESCAPE 2WD 4C 2.3L I,AUTO,1,Alloy,76084,AMERICAN,FORD,13138,14972,14689,16670,13138,14972,14689,16670,0,0,5546,33809,FL,0,920
46460,0,MANHEIM,2,FORD,FIVE HUNDRED 3.0L V6,AUTO,1,Alloy,80265,AMERICAN,FORD,9558,12352,10823,13840,9558,12352,10823,13840,0,0,5546,33809,FL,0,1633
46463,0,MANHEIM,3,CHEVROLET,EQUINOX AWD V6 3.4L,AUTO,1,Alloy,75941,AMERICAN,GM,10788,12927,12151,14461,10788,12927,12151,14461,0,0,19619,33809,FL,0,1506
46464,0,MANHEIM,3,BUICK,LUCERNE V6 3.8L V6 S,AUTO,1,Alloy,72850,AMERICAN,GM,11376,13353,12786,14921,11376,13353,12786,14921,0,0,5546,33809,FL,0,1272
46465,1,MANHEIM,8,MAZDA,PROTEGE 2.0L I-4 EFI,AUTO,1,Alloy,75150,OTHER ASIAN,OTHER,2396,3278,3088,4040,2396,3278,3088,4040,0,0,19619,33809,FL,0,1103
46474,0,MANHEIM,2,DODGE,CHARGER V6 2.7L V6 M,AUTO,2,Covers,58958,AMERICAN,CHRYSLER,9780,11272,11062,12674,10107,11636,11416,13067,0,0,5546,33809,FL,0,1086
46478,1,MANHEIM,7,OLDSMOBILE,BRAVADA AWD V6 4.2L,AUTO,1,Alloy,84645,AMERICAN,GM,4653,5716,5525,6673,4795,6127,5679,7117,0,0,5546,33809,FL,0,2452
46479,1,MANHEIM,6,SATURN,ION 2.2L I-4 MPI DOH,AUTO,1,Alloy,78967,AMERICAN,GM,3815,5160,4620,6073,3396,4367,4168,5216,0,0,5546,33809,FL,0,1103
46480,0,MANHEIM,5,NISSAN,TITAN PICKUP 4WD V8,AUTO,1,Alloy,82397,TOP LINE ASIAN,OTHER,12131,15299,13601,17023,12961,15266,14498,16987,0,0,5546,33809,FL,0,2282
46482,1,MANHEIM,6,CHEVROLET,CAVALIER 4C 2.2L I4,AUTO,2,Covers,80150,AMERICAN,GM,2178,3021,2852,3763,2330,3222,3016,3980,0,0,19638,33809,FL,0,1543
46491,0,MANHEIM,3,FORD,EXPEDITION 2WD V8 5.,AUTO,1,Alloy,81313,AMERICAN,FORD,15035,17823,16738,19749,13450,16161,15026,17954,0,0,19638,33809,FL,0,1113
46501,1,MANHEIM,4,CHEVROLET,IMPALA 3.4L V6 SFI,AUTO,2,Covers,84084,AMERICAN,GM,4530,5949,5392,6925,4591,6005,5458,6985,0,0,5546,33809,FL,0,2152
46507,0,MANHEIM,1,FORD,TAURUS 3.5L V6 24V /,AUTO,1,Alloy,86492,AMERICAN,FORD,14366,17084,16015,18951,11340,13771,12747,15373,0,0,5546,33809,FL,0,1633
46514,0,MANHEIM,1,DODGE,AVENGER 4C 2.4L I4 S,AUTO,2,Covers,52507,AMERICAN,CHRYSLER,8208,9017,9365,10238,9020,9897,12565,13339,0,0,19638,33809,FL,0,920
46524,1,MANHEIM,7,DODGE,CARAVAN GRAND FWD V6,AUTO,2,Covers,83681,AMERICAN,CHRYSLER,3066,4060,3811,4885,3041,4130,3784,4960,0,0,19638,33809,FL,0,2063
46525,0,MANHEIM,1,MERCURY,MILAN V6,AUTO,1,Alloy,75451,AMERICAN,FORD,12337,15066,13824,16771,12623,15327,14133,17053,0,0,19638,33809,FL,0,1272
46527,0,MANHEIM,3,DODGE,CHARGER 2.7L V6 MPI,AUTO,2,Covers,62491,AMERICAN,CHRYSLER,9279,11048,10521,12432,9040,10620,10263,11970,0,0,19638,33809,FL,0,1215
46530,0,MANHEIM,5,CHEVROLET,AVALANCHE 1500 2WD V,AUTO,1,Alloy,91795,AMERICAN,GM,10070,11948,11376,13404,9167,10559,10400,11904,0,0,5546,33809,FL,0,1485
46532,0,MANHEIM,2,CHEVROLET,IMPALA V6 3.5L V6 SF,AUTO,1,Alloy,94568,AMERICAN,GM,8543,10252,9726,11572,8845,10605,10053,11953,0,0,5546,33809,FL,0,2351
46539,0,MANHEIM,1,MERCURY,SABLE 3.5L V6 24V /,AUTO,1,Alloy,87861,AMERICAN,FORD,15305,17622,17029,19532,10431,12996,15073,17528,0,0,5546,33809,FL,0,983
46541,0,MANHEIM,1,CHEVROLET,IMPALA V6 3.5L V6 SF,AUTO,2,Covers,87658,AMERICAN,GM,9439,10646,10694,11998,10292,11226,11615,12624,0,0,5546,33809,FL,0,2152
46548,1,MANHEIM,4,SUZUKI,XL-7 2WD 2.7L V6 MFI,AUTO,1,Alloy,81937,OTHER ASIAN,OTHER,5085,6164,5992,7157,5370,6495,6300,7515,0,0,19638,33809,FL,0,983
46550,1,MANHEIM,3,DODGE,STRATUS 4C 2.4L I4 S,AUTO,2,Covers,72862,AMERICAN,CHRYSLER,4496,5887,5356,6858,3715,4706,6966,8091,0,0,19638,33809,FL,0,1155
46554,1,MANHEIM,2,DODGE,CARAVAN GRAND FWD V6,AUTO,2,Covers,60267,AMERICAN,CHRYSLER,8506,9418,9686,10671,8872,9085,13007,13238,0,0,19638,33809,FL,0,1411
46556,0,MANHEIM,3,CHRYSLER,TOWN & COUNTRY FWD V,AUTO,1,Alloy,77312,AMERICAN,CHRYSLER,8876,11478,10086,12896,9824,13147,13638,16843,0,0,19638,33809,FL,0,1623
46567,1,MANHEIM,3,FORD,FIVE HUNDRED 3.0L V6,AUTO,1,Alloy,87555,AMERICAN,FORD,6883,8719,7934,9917,6010,7008,6991,8069,0,0,20928,33809,FL,0,1633
